read_id	primer_hit_01_start	primer_hit_01_end	primer_hit_02_start	primer_hit_02_end	adaptor_hit_start	adaptor_hit_end
GGBKTAO02B3WF8 length=123 xy=0747_1654 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B9YH4 length=240 xy=0816_1626 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B9LW7 length=486 xy=0812_1705 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B4LPS length=499 xy=0755_1630 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CFQ5G length=365 xy=0882_1698 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B97XR length=160 xy=0819_1565 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CF3OJ length=396 xy=0886_1553 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CBF6C length=49 xy=0833_1554 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDZTO length=542 xy=0862_1546 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CG8UU length=292 xy=0899_1668 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CBPSM length=458 xy=0836_1732 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CECMN length=320 xy=0866_1757 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CFHNI length=162 xy=0879_1676 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B4ILX length=335 xy=0754_1699 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5W5V length=386 xy=0770_1681 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B35VP length=418 xy=0750_1587 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5AX9 length=424 xy=0763_1567 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7XRU length=372 xy=0793_1576 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDWRV length=111 xy=0861_1689 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CGMSV length=310 xy=0892_1757 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B8TEA length=74 xy=0803_1600 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B4YGE length=336 xy=0759_1756 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7RG0 length=395 xy=0791_1602 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B6CZ7 length=527 xy=0775_1733 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CCLAE length=36 xy=0846_1588 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B6PJ6 length=295 xy=0779_1620 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDTMW length=442 xy=0860_1718 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CBJBR length=52 xy=0834_1541 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7ETF length=198 xy=0787_1585 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CCUSG length=283 xy=0849_1614 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CFQ5O length=54 xy=0882_1706 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5A2C length=422 xy=0763_1714 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B702J length=257 xy=0794_1753 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CAA4R length=372 xy=0820_1609 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDQHD length=87 xy=0859_1727 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B9IOF length=383 xy=0811_1597 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDAM3 length=246 xy=0854_1677 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B53G1 length=228 xy=0772_1667 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B9FJW length=259 xy=0810_1642 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CFA83 length=423 xy=0877_1573 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5G9G length=149 xy=0765_1554 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7OB7 length=41 xy=0790_1637 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CAEA5 length=269 xy=0821_1631 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CF3PT length=239 xy=0886_1599 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B85Z2 length=233 xy=0807_1552 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B3M0Y length=285 xy=0744_1728 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B6I7D length=178 xy=0777_1575 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CESF7 length=399 xy=0871_1781 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CCH4U length=474 xy=0845_1596 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B59O4 length=438 xy=0774_1542 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CAED0 length=339 xy=0821_1734 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B3ZNB length=245 xy=0748_1701 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B2BMX length=261 xy=0729_1751 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CCH4X length=477 xy=0845_1599 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B4OUN length=368 xy=0756_1597 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDANM length=381 xy=0854_1696 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B9YGN length=176 xy=0816_1573 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B299R length=449 xy=0740_1581 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B6VZT length=474 xy=0781_1767 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CGS2A length=446 xy=0894_1680 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B2RAC length=532 xy=0734_1554 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CHBXN length=319 xy=0900_1561 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CAEBO length=351 xy=0821_1650 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B2RE8 length=162 xy=0734_1730 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CGS4Y length=338 xy=0894_1776 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B50DN length=311 xy=0771_1753 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B8GRP length=396 xy=0799_1619 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CA9WC length=359 xy=0831_1610 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B703M length=244 xy=0794_1792 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B2N6D length=336 xy=0733_1619 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B3JUB length=285 xy=0743_1697 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5Z9V length=383 xy=0771_1617 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CFQ5V length=117 xy=0882_1713 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B6CUY length=375 xy=0775_1544 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CBC19 length=62 xy=0832_1615 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B2XRX length=447 xy=0736_1771 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CCXY0 length=320 xy=0850_1642 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B4B6H length=455 xy=0752_1559 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDWPW length=371 xy=0861_1618 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CBC5P length=148 xy=0832_1739 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CAT20 length=511 xy=0826_1594 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B6MHW length=405 xy=0778_1746 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CG5LG length=43 xy=0898_1538 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CGGC8 length=51 xy=0890_1610 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CEIVC length=443 xy=0868_1654 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B3MXA length=372 xy=0744_1596 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CC06Z length=56 xy=0851_1721 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B3ZKG length=271 xy=0748_1598 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B9YF9 length=35 xy=0816_1559 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDAPE length=181 xy=0854_1760 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B6VY8 length=227 xy=0781_1746 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B702Y length=152 xy=0794_1768 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CD9HQ length=47 xy=0865_1788 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B62BU length=152 xy=0783_1784 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B2302 length=70 xy=0738_1684 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDZX0 length=235 xy=0862_1702 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CAT7A length=85 xy=0826_1748 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B3P7T length=227 xy=0745_1767 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5QV5 length=480 xy=0768_1747 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CEISM length=513 xy=0868_1556 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CFKSH length=349 xy=0880_1647 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CCROO length=155 xy=0848_1686 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B53HK length=357 xy=0772_1686 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CEO58 length=486 xy=0870_1630 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B6VYE length=469 xy=0781_1716 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CD9FH length=154 xy=0865_1707 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CE4YM length=284 xy=0875_1612 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CD545 length=192 xy=0864_1543 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B56KQ length=159 xy=0773_1592 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7H2N length=529 xy=0788_1709 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B4U9P length=422 xy=0758_1723 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B9YJF length=407 xy=0816_1673 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7ETQ length=326 xy=0787_1596 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B616E length=495 xy=0783_1588 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CCE3K length=137 xy=0844_1758 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B68IH length=320 xy=0785_1607 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B972V length=432 xy=0819_1749 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDDRA length=243 xy=0855_1620 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B9LXZ length=518 xy=0812_1733 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B2984 length=71 xy=0740_1558 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CAKMI length=321 xy=0823_1624 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CCBXD length=513 xy=0843_1743 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7OA2 length=416 xy=0790_1596 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B4U5O length=312 xy=0758_1578 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7K4M length=485 xy=0789_1572 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B3ZOQ length=489 xy=0748_1752 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B8AE4 length=488 xy=0797_1582 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B3P74 length=418 xy=0745_1778 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CEVGP length=87 xy=0872_1591 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B3M0F length=177 xy=0744_1709 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CEVG9 length=168 xy=0872_1611 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CEL3X length=526 xy=0869_1755 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7XRN length=484 xy=0793_1569 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CAEEJ length=337 xy=0821_1753 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CBMIB length=320 xy=0835_1569 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CAW8Y length=499 xy=0827_1600 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B70YS length=224 xy=0794_1618 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CCUUT length=500 xy=0849_1699 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDZZH length=460 xy=0862_1755 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B4FDX length=524 xy=0753_1619 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CCBRW length=467 xy=0843_1546 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7OC6 length=335 xy=0790_1672 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CCOGS length=336 xy=0847_1610 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B3P2G length=370 xy=0745_1574 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CF3TV length=210 xy=0886_1745 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDAOZ length=161 xy=0854_1745 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7H15 length=358 xy=0788_1691 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B56K1 length=186 xy=0773_1603 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CGV9S length=66 xy=0895_1742 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B8DLG length=373 xy=0798_1602 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B2XSB length=61 xy=0736_1785 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CGZBO length=371 xy=0896_1602 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B3DGG length=516 xy=0741_1614 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B3DEF length=395 xy=0741_1541 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B94TZ length=344 xy=0818_1637 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CCUUQ length=316 xy=0849_1696 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B68MU length=456 xy=0785_1764 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B9CHL length=350 xy=0809_1767 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B972Y length=262 xy=0819_1752 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CCOGC length=394 xy=0847_1594 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B8GTX length=268 xy=0799_1699 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B70W9 length=448 xy=0794_1563 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B65FE length=370 xy=0784_1704 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7OBD length=482 xy=0790_1607 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CFBE0 length=145 xy=0877_1786 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B20SY length=520 xy=0737_1600 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CAKL9 length=330 xy=0823_1615 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5QV9 length=328 xy=0768_1751 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CAA5B length=163 xy=0820_1629 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B35Y9 length=367 xy=0750_1715 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CECNK length=208 xy=0866_1790 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CEYLK length=404 xy=0873_1558 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7HX6 length=346 xy=0788_1548 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CD6BR length=236 xy=0864_1781 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B8WKV length=335 xy=0804_1629 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7K5P length=337 xy=0789_1611 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CESAK length=386 xy=0871_1578 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CE75I length=426 xy=0876_1652 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7XUP length=527 xy=0793_1679 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7K83 length=385 xy=0789_1733 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7EWI length=485 xy=0787_1696 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B94UZ length=184 xy=0818_1673 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B20S4 length=518 xy=0737_1606 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B8ZOK length=399 xy=0805_1554 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CGJM8 length=377 xy=0891_1762 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B9CBX length=319 xy=0809_1563 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CA6RS length=340 xy=0830_1654 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B77DC length=351 xy=0796_1726 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B2K2R length=482 xy=0732_1697 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CGSY1 length=504 xy=0894_1563 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5QR1 length=441 xy=0768_1599 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDZZL length=337 xy=0862_1759 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDQI0 length=450 xy=0859_1786 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDJ2J length=305 xy=0857_1609 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B91NQ length=142 xy=0817_1620 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CEL1S length=446 xy=0869_1678 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CG8RM length=393 xy=0899_1552 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B3AD5 length=484 xy=0740_1739 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CFXDN length=330 xy=0884_1577 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B6F08 length=432 xy=0776_1562 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B2N8Z length=400 xy=0733_1713 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CFHOE length=61 xy=0879_1708 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CFEGA length=419 xy=0878_1624 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CFQ7T length=287 xy=0882_1783 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CA0IY length=429 xy=0828_1752 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CCXZZ length=493 xy=0850_1677 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDZYN length=181 xy=0862_1725 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDGWT length=549 xy=0856_1611 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5G9X length=398 xy=0765_1571 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B32T2 length=380 xy=0749_1736 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
